video_title,text,created_at
Don't Look Up,@yjadot Si tu etais vrailent intransigeant tu défendrais le nucleaire plutot que tes petits intérêts personnel de politicien #DontLookUp  arretez avec votre deni,2022-01-25T22:19:59Z
Don't Look Up,"🔴 Vous avez déjà passé ou prévu des vacances au Monténégro ? 
🥶 Et bien ce matin, réveil sibérien pour eux avec ce record de température la plus basse jamais enregistrée dans ce pays : -33,4°C. 
#DontLookUp https://t.co/u09Lsx2ncw",2022-01-25T21:23:07Z
Don't Look Up,"@SFFAudio @chowbacca415 This question forces me to disobey various injunctions: today #dontlookback the de-gendering/re-gendering thing is more common #dontlookaround, sometimes better #dontlookup eg TOO LIKE THE LIGHTNING. I was more interested in #dontlookinto the memory, empathy &amp; individuation stuff",2022-01-25T08:22:27Z
Don't Look Up,@hautot_pe Et l allemagne a fermé ses centrales nucléaires pour se chauffer au gaz et au charbon #DontLookUp,2022-01-25T08:02:22Z
Don't Look Up,"@LehmannDrC Moi aussi je veux qu'on me dise que des choses positives, qu'on vit tous au pays des bisounours....#DontLookUp
Mais en fait non la baffe que tu te prends quand tu reviens à la réalité est bien trop grande",2022-01-24T18:40:21Z
Don't Look Up,@yjadot Ils se prend pour l acteur de #DontLookUp mais est dans le deni climatique en voulant stopper le.nucleaire.,2022-01-24T12:23:10Z
Don't Look Up,@yjadot Alors arrete tes delires dogmatiques sur le nucleaire si tu veux etre credible #DontLookUp les ecolos politiques  doivent etre vraiment ecolos pas des politiciens.,2022-01-24T08:20:41Z
Don't Look Up,"Ces """"ultra ecologicus"""", dont je me sens faire partie, n'ont rien d'extrême mais semblent au contraire les + raisonnables de notre époque malade. Dans l'état actuel des choses c'est le statut quo qui constitue un réel danger 
https://t.co/AreNWCvSEA #DontLookUp",2022-01-23T10:41:50Z
Don't Look Up,"@GEcologie @delphinebatho Et bien stockons l eau douce dans les terres pour l'utiliser,  vous etes incherents les ecolos #DontLookUp",2022-01-22T10:54:02Z
Don't Look Up,@yjadot @AnneLaureBlin @gerardlonguet55 C est vous avec vos positions antis nucleaire qui etes dans le deni les EELV #DontLookUp,2022-01-22T07:54:07Z
Don't Look Up,"@publicsenat , j'imagine que vous considérerez à l'avenir d'avoir invité cet individu comme """"une aimable plaisanterie""""😤?
Comment peut il encore nous représenter de manière aussi légère et inconséquente 🤨?
#senateurLR #climat #DontLookUp https://t.co/qSebQijWs0",2022-01-22T07:19:21Z
Don't Look Up,"@GEcologie @delphinebatho Poke @lesRepublicains @gerardlonguet55 
Il est urgent d’ouvrir les yeux Mr le Sénateur ! 🙄 Ce reportage de @blast_france @PalomaMoritz devrait vous y aider… +3 mètres alors oui #LaRochelle et d’autres auront des soucis 😱
#DontLookUp 
#Thwaites « Le glacier de l’apocalypse » https://t.co/8OjbAMlnfZ",2022-01-22T05:33:57Z
Don't Look Up,#DontLookUp,2022-01-21T23:27:17Z
Don't Look Up,"La première cause de l'empreinte carbone des français ce sont les transports et en particulier la voiture individuelle thermique (source @InseeFr @Carbone4 @Ecologie_Gouv)
Mais @Fabien_Roussel du @PCF veut baisser le prix de l'essence et les taxes sur les carburants.
#DontLookUp https://t.co/cjLaEfNOTI https://t.co/mnJ4FrMdhz",2022-01-21T09:34:40Z
Don't Look Up,"""""Don't look up"""" : """"Ce qu'il manque, c'est le peuple"""" - Par La rédaction | Arrêt sur images - merci ⁦@cdion⁩ et ⁦@VZoydo⁩ pour ce décryptage 👏#dontlookup #nouveauxrecits  https://t.co/WoO7RrbGCb",2022-01-20T09:04:05Z
Don't Look Up,@mdehlinger @_salomerobles @BFMTV Une scène pour un prochain film #DontLookUp 2,2022-01-20T07:35:30Z
Don't Look Up,"😱 entre 1000 et 3000kg ?!
Et vous la vôtre elle pèse combien ?

#CestMoiQuiAiLaPlusGrosse 
#idiocracy #DontLookUp https://t.co/zuc28W2YiW",2022-01-20T06:35:20Z
Don't Look Up,"@Le___Doc 😳 oh mon dieu que je préfère que ce soit les scientifiques qui prennent des décisions pour notre bien commun ! C’est vrai que depuis des décennies, on ne les écoute pas sur le réchauffement climatique par ex et nous en sommes là aujourd’hui au bord du gouffre #DontLookUp",2022-01-19T23:05:10Z
Don't Look Up,"@yjadot La reference intelectuelle et philosophique de jadot , une fable de Netflix-)  le.deni scientifique c est vous jadot #DontLookUp",2022-01-19T20:57:15Z
Don't Look Up,@yjadot @KhattabiZakia A rechauffer la planete avec vos dogles anti nucleaire #DontLookUp  arretez le deni,2022-01-19T20:37:42Z
Don't Look Up,"« Vous êtes un climato « arrangeant » Mr #Macron ». @yjadot confronte @EmmanuelMacron à la réalité des faits et de ses décisions politiques contre le climat. 

#DontLookUp #ecologie #Climat #Jadot2022 #eelv https://t.co/zKGo0Yjdts",2022-01-19T16:45:40Z
Don't Look Up,"Le sens des priorités ?
#DontLookUp https://t.co/zSu8RBe2LU",2022-01-19T14:30:43Z
Don't Look Up,@BonPote Putain de monde de #DontLookUp de merde,2022-01-19T12:33:05Z
Don't Look Up,@cocoboer @28minutes @franceinfo Sauf avec Quatremer qui fait du #DontLookUp,2022-01-19T11:17:16Z
Don't Look Up,"Vous le prenez comme vous voulez, mais surtout hein #DontLookUp https://t.co/RzvPoVK3aq",2022-01-19T10:52:51Z
Don't Look Up,"@yjadot C est toi qui est dans le deni climatique en etant anti.nucleaire, vos dogmes sont dangereux #DontLookUp",2022-01-18T20:16:22Z
Don't Look Up,@yjadot @jmblanquer #DontLookUp -),2022-01-18T12:35:18Z
Don't Look Up,"@yjadot Ca va peser c est sur il doit trembler #DontLookUp  l ecologie politique n est pas de l ecologie , mais de la politique",2022-01-18T09:45:04Z
Don't Look Up,@yjadot Vous mentez en sacrifiant le nucléaire a vos vielles ideologies vous sacrifiez a la fois le pouvoir d achat et la planete.vous etes anti science et anti classes sociales défavorisées #DontLookUp arretez le deni.,2022-01-18T07:13:45Z
Don't Look Up,#DontLookUp https://t.co/JbqfNM7CQM,2022-01-17T08:53:52Z
Don't Look Up,"@PhilippeBaralon @yjadot @JLMelenchon Ce sont les TRUMP de l ecologie ils inventent des vérités alternatives, ils sont dangereux pour les generations futures. Vive la science #DontLookUp",2022-01-17T08:47:56Z
Don't Look Up,#tunnelvisie #DontLookUp https://t.co/nLGLOzKgzK,2022-01-17T08:24:46Z
Don't Look Up,"Si seulement le #RéchauffementClimatique était aussi suivi, par les médias, qu’un tennisman refusant de se faire vacciner. 🙄 #DontLookUp #Djokovic https://t.co/6660LmQ0j8 https://t.co/WpvbPfALDi",2022-01-16T22:13:34Z
Don't Look Up,"""""Quand on y réfléchit, on avait vraiment tout, n'est-ce pas ?"""" Quelques longueurs mais quelle puissance ! #DontLookUp https://t.co/xEJKrIFETA",2022-01-16T19:55:18Z
Don't Look Up,« Don’t Look Up » : la satire peut-elle conduire à un sursaut ? @valmasdel réagit au film et fait le parallèle avec le changement climatique. #GIEC #DontLookUp https://t.co/JFqt0cLQJt via @FR_Conversation,2022-01-16T10:05:29Z
Don't Look Up,"Just watched #DontLookUp and I thought it was a great #Film. Funny, sad, frustrating, and all too realistic. Great cast too. https://t.co/jJr7j8q1pt",2022-01-15T22:37:42Z
Don't Look Up,#DontLookUp 🤣 https://t.co/SyVylIZ2MA,2022-01-15T11:04:42Z
Don't Look Up,"@DavidCormand Formidable formule, voilà le genre de récit dont nous avons besoin, merci. On dirait du Borges : """"[Le temps] est un fleuve qui m’emporte, mais je suis le fleuve ; c’est un tigre qui me dévore, mais je suis le tigre ; c’est un feu qui me consume, mais je suis le feu."""" #DontLookUp",2022-01-15T08:35:45Z
Don't Look Up,"@CollecCitoyen06 @MetropoleNCA @RichardChemla """"Non à Nice nous n'avons pas la même géographie et avons plus de seniors, on ne peut pas comparer Nice et Grenoble"""" et """"nous faisons une ZFE plus petite pour qu'elle soit plus efficace et ne soit pas un échec comme à Grenoble et Lyon"""" 😢

#DontLookUp",2022-01-15T07:19:02Z
Don't Look Up,Pardon @ruquierofficiel mais #DontLookUp c’est nul à chier.,2022-01-14T15:57:52Z
Don't Look Up,"Merci au @canardenchaine de rappeler que + que le terme """"emmerder"""", c'était le recul sur le #glyphosate qu'il fallait retenir de l'interview d'@EmmanuelMacron On est 99,8% à être contaminés. Merci à la majorité et à la @FNSEA Bonne année """"et surtout la santé"""" #DontLookUp https://t.co/ojE0FQLSyv",2022-01-14T09:38:06Z
Don't Look Up,"@NicePresse Ça fait moins de 3 € le kg de CO2 par passager non ? Alors pourquoi s'en priver 😉

Merci @AmidesLobbies  ✈️🛩️ 
Mais #DontLookUp 🤫 https://t.co/Mk0sQcx1YP",2022-01-13T23:26:52Z
Don't Look Up,"Ce film représente parfaitement l'inaction générale face au réchauffement climatique. #DontLookUp 
CE N'EST PAS PARCE QUE LA QUESTION FAIT PEUR QU'IL NE FAUT PAS LA TRAITER.",2022-01-13T21:49:31Z
Don't Look Up,@JLMelenchon Pendant ce temps la #DontLookUp -) JLM est un objet marketing,2022-01-13T19:42:07Z
Don't Look Up,@yjadot Tu n as rien d autre a foutre ?#DontLookUp,2022-01-13T18:38:37Z
Don't Look Up,@64Solarius @melenchon_2022 @JLMelenchon Pendant ce temps  #DontLookUp -)-),2022-01-13T16:05:26Z
Don't Look Up,"We look up... 😏

#DontLookUp #actualites #planete #biodiversite #naturelover #Climat https://t.co/7LZOFxTTFw",2022-01-13T11:02:24Z
Don't Look Up,@TeofileBARUKIS @28minutes Sauf avec Quatremer #DontLookUp,2022-01-12T13:27:48Z
Don't Look Up,"@CollecCitoyen06 @RenaudMuselier @cestrosi 2,4... Tiens c'est le nombre de km² de la futur (et oui ce n'est pas encore fait 🙄) #ZFE de Nice, ça pourrait paraitre enoooorme 2,4km² et bien non : ce n'est même pas 3% de la surface de la ville 😢

#DontLookUp",2022-01-12T07:07:47Z
Don't Look Up,@28minutes @doanbui @EditionsGrasset @ARTEfr Demandez à Quatremer ! Vous allez montrer des extraits de votre propre émission sur le sujet  ce sera parfait #DontLookUp,2022-01-12T05:05:04Z
Don't Look Up,"#DontLookUp on y est !

Dans le rôle de la politique qui tient des propos irresponsables et stupides : @AnneLaureBlin 👏👏👏 https://t.co/egmw5eCYeo",2022-01-11T20:22:03Z
Don't Look Up,"Encore une fois, heureusement qu'il y a @28minutes pour avoir un sujet sérieux sur et autour de #DontLookUp",2022-01-11T19:25:29Z
Don't Look Up,"#DontLookUp 
On en parle dans #28minutes @ARTEfr",2022-01-11T19:19:26Z
Don't Look Up,@yjadot @JLMelenchon  merde le nucelaire est vert suivant les regions du monde. Oui mais nous on s en tape de la science notre écologie est politique #DontLookUp  stop au deni scientifqique. https://t.co/JB3Dgwgjjg,2022-01-11T13:53:40Z
Don't Look Up,"@nadjagraf06 @cestrosi @GaelNofri @RichardChemla On aura surement la même réponse que pour la #ZFE : """"contrairement à des villes comme Lyon ou Grenoble nous préférons voir moins grand pour faire les choses bien"""" 
Perso une ZFE qui fait moins de 3% de la ville  j'appelle ça un échantillon expérimental
#greenwashing
#DontLookUp",2022-01-11T13:06:49Z
Don't Look Up,"#Netflix réussi à faire prendre conscience que la réalité à dépassé la fiction a beaucoup, mais il faut agir vite maintenant.
#DontLookUp #ClimateCrisis #GIEC
https://t.co/MWqKxfxIuX",2022-01-11T08:59:50Z
Don't Look Up,"Una de las """"apologistas"""" más abyectas del meteorito macuspano recomienda #DontLookUp. Esto es tan ridículo que parece sacado de… ¡#DontLookUp! 🤡 https://t.co/Uj6XZkx1CA",2022-01-11T00:35:20Z
Don't Look Up,"Sinon moi aussi j'ai vu Tomorrowland et Melancholia, merci.

#DontLookUp",2022-01-10T20:27:08Z
Don't Look Up,@Bogbrulez @PierreMinnaert @yjadot @AnneLaureBlin Si mais personne ne le remet en cause non ?  Mais #DontLookUp  non ? Elle est ou l urgence ?,2022-01-10T19:21:03Z
Don't Look Up,"@LCyclable Madame est au comité de soutien de @vpecresse. Une élue  climatosceptique en 2022. 🙀
#DontLookUp #Jadot2022",2022-01-10T18:34:35Z
Don't Look Up,@DodeRoos Don't look south ;) lockdowns kosten zonder baten. #DontLookUp https://t.co/1f0KUe6mvG,2022-01-10T09:38:35Z
Don't Look Up,"Le réchauffement climatique, ça va vraiment trop loin.
#DontLookUp 

(Emprunt à Urs Fischer @BourseCommerce ) https://t.co/CdwQCo4mnz",2022-01-09T17:53:36Z
Don't Look Up,Non mais je regarde #DontLookUp je suis mort de rire 😭😅,2022-01-09T00:36:36Z
Don't Look Up,Une lumière au milieu des ténèbres... #DontLookUp https://t.co/HNq3C4jlqj,2022-01-09T00:35:39Z
Don't Look Up,"@Noui_12 Bravo !
#MakeOurPlanetGreatAgain
#DontLookUp  
Rejoignez @nsemblecitoyens !",2022-01-08T21:43:56Z
Don't Look Up,#DontLookUp BASH= @Pfizer_France,2022-01-08T18:55:56Z
Don't Look Up,@LePoint @28minutes @oubertalli Sauf l'émission sur le climat avec Quatremer digne de #DontLookUp,2022-01-08T16:13:17Z
Don't Look Up,@yjadot Les urgences radicales de jadot -) #DontLookUp,2022-01-08T15:37:38Z
Don't Look Up,#Calais #DontLookUp #Refugees https://t.co/qFscUWxYAi,2022-01-08T12:21:59Z
Don't Look Up,@franceinter Et toujours pas de question embarrassante à @brunopatino sur la séquence virale de l'émission @28minutes qui montre le déni climatique de certains journalistes et fait le buzz depuis #DontLookUp ?,2022-01-08T11:56:10Z
Don't Look Up,#dontlookup https://t.co/1MAZWWp75X,2022-01-08T10:19:18Z
Don't Look Up,#DontLookUp Regardez-le / Watch it ! #Netflix,2022-01-07T22:32:07Z
Don't Look Up,"😱 
#DontLookUp https://t.co/ny9yZp2jfA",2022-01-07T22:09:51Z
Don't Look Up,"Plutôt que de faire cesser la production des biens et services inutiles ou néfastes, l’État préfère rallumer les centrales à charbon et accélérer encore la destruction de notre écosystème. Il ne faudrait quand même pas que les marges du CAC40 diminuent… #DontLookUp #Offensive https://t.co/IxrjNgJtlQ",2022-01-07T20:41:06Z
Don't Look Up,Quand des films où des contenus de divertissement peuvent contribuer à une prise de conscience et à du débat c'est une très bonne chose ! #DontLookUp @netflix https://t.co/OsgaPgWClH,2022-01-07T14:28:45Z
Don't Look Up,"Le drame 2la #gauche #DontLookUp :
Mémaire Irréprochable #saccageparis est incapable
1️⃣ de distinguer #cdb et #canabis 
2️⃣ surtout elle est incapable2 fixer 1limite2 consommation= définir 1notion 2fraude‼️
C'est cette non-stratégie qui a fait l'enfer 2la salle2shoot #SCMR #Paris https://t.co/07XjehD6Hc",2022-01-07T14:17:47Z
Don't Look Up,"Une métaphore du #deniclimatique qui dénonce aussi, la cupidité des gouvernants et la désinformation de la population sous l’influence des médias et des réseaux sociaux. A voir absolument pour mieux comprendre les raisons de l’inaudibilité des scientifiques 
#DontLookUp  #giec https://t.co/QJjSwVLh8r",2022-01-07T07:04:35Z
Don't Look Up,"Affligée que le président de notre pays, @EmmanuelMacron, parle avec ces termes car [ce n’est que mon avis] je pense qu’il maîtrise très bien la #communication et qu’il joue a un jeu dangereux pour plaire à certains électeurs 

#DontLookUp version France

https://t.co/y27ghtBFye",2022-01-07T06:14:48Z
Don't Look Up,Ah ah trop drôle cette scène de #DontLookUp https://t.co/wRyirrTsgM,2022-01-07T06:08:23Z
Don't Look Up,#dontlookup 🙈 https://t.co/MKCkLeUnnJ,2022-01-06T16:22:57Z
Don't Look Up,Incroyable mais vrai. #DontLookUp https://t.co/5r11814LsT,2022-01-06T16:14:54Z
Don't Look Up,"@valmasdel Le Président en exercice, ses ministres, les députés, ainsi que tous ceux qui s'apprêtent à candidater ont-ils preferės le film #DontLookUp ou les conclusions du 6eme rapport du #GIEC ? 🤔
Autre film:
@JouzelJean dans la bataille du siecle. @bchevet
https://t.co/sFiQLTbSuI",2022-01-06T15:54:16Z
Don't Look Up,"Une satire, oui. 
Mais tellement proche de la réalité que ç'en est déprimant. 
#DontLookUp #climat https://t.co/0fJ3rBI5D7",2022-01-06T15:40:24Z
Don't Look Up,#DontLookUp @RenaudDely @quatremer Encore bravo pour cette séquence d'hilarite partagée ! https://t.co/I4ekk87b6N,2022-01-06T15:16:28Z
Don't Look Up,@quatremer Et le journaliste hilare sur le plateau de l'émission @28minutes sur @ARTEfr quand une collègue tente en vain d'alerter sur la gravité de la situation climatique c'est quel niveau ? #DontLookUp #ClimateCrisis #ClimateActionNow #ClimateEmergency,2022-01-06T15:11:10Z
Don't Look Up,#DontLookUp https://t.co/eU4hmVbXsv,2022-01-06T14:49:47Z
Don't Look Up,#DontLookUp want daar vliegen duizenden lege vliegtuigen rond. Om te huilen dit. https://t.co/qmdyduKtxg,2022-01-06T12:58:40Z
Don't Look Up,@MarcBonten @HansKoppies Waar ziet u het effect van de NL lockdown ivm buurlanden @MarcBonten keep looking at your models #DontLookUp https://t.co/A4Kk9QaVs9,2022-01-06T09:54:11Z
Don't Look Up,"@Ammer_B Je weet het zonder te observeren? 

#DontLookUp keep looking at your spreadsheet not empirical science. Buurlanden waar winkels, horeca, etc open zijn: https://t.co/jwdZrZ2Dsv",2022-01-06T09:44:26Z
Don't Look Up,"Le très mauvais #DontLookUp a visiblement éveillé une certaine « conscience écologique » permis les plus geeks d’entre-nous, voici donc quelques conseils si ils veulent améliorer leur empreinte carbone (if you wanna change the world, start with the man in the mirror) :",2022-01-06T08:59:47Z
Don't Look Up,"#DontLookUp 
Les réactions autour du plateau lors de l’intervention de @salomesaque https://t.co/ejEko2Z0Pw https://t.co/iB9FkZ4BuP",2022-01-06T08:18:47Z
Don't Look Up,#DontLookUp  😅 https://t.co/qduvddFHLj,2022-01-06T07:51:55Z
Don't Look Up,"@valmasdel Merci pour la Q stimulante. Je dirais:
#GIEC en dire beaucoup à peu de monde
#DontLookUp en dire peu à beaucoup de monde.
Pourquoi opposer les deux ? On a bien un hémisphère gauche + un à droite.",2022-01-06T06:35:56Z
Don't Look Up,Le film #DontLookUp just destroyed me. Good night to u all.,2022-01-05T23:00:25Z
Don't Look Up,"@valmasdel Je constate aussi que #DontLookUp est très efficace pour faire réfléchir. Mon record de like pour https://t.co/dQqubhI9Mk (mais pas record de RT, peut-être qu'il reste difficile pour certains de faire une entorse trop visible au dogme anti-⚛️, même sur le mode humoristique ?)",2022-01-05T20:53:35Z
Don't Look Up,"Et ils rigolent … Ils ne prennent pas les choses au sérieux.😤
#DontLookUp plus vrai que jamais, on dirait une scène du film. https://t.co/vMqXMH6gdQ",2022-01-05T18:33:13Z
Don't Look Up,"@valmasdel #Dontlookup existe parce qu’il y a des publications scientifiques et des scientifiques qui vivent ce que raconte le film. C’est le monde artistique qui soutient le propos scientifique… avec un immense talent. Ça m’aide, ça nous aide énormément https://t.co/jldTwomE2f",2022-01-05T18:11:17Z
Don't Look Up,Visite de @yjadot à #Bordeaux pour parler des enjeux des #jeunes : #apprentissage au CFA des métiers de l’environnement ; #précarité à la Banque Alimentaire avec le #CROUS et l’asso Athena. Next : enseignement supérieur à @ScPoBx @Jeunesetjadot @JEBA_JE #Jadot2022 #DontLookUp https://t.co/mQpKp5ccT6,2022-01-05T16:43:59Z
Don't Look Up,@sandrousseau J'ai très envie de me réveiller de ce cauchemar. #idiocracy #DontLookUp https://t.co/FBiSRq19eL,2022-01-05T14:22:33Z
Don't Look Up,"Et voilà, nous y sommes ! Genre, ceux sont les écolos qui créent la merde dans lequel nous sommes ! @pascalperri Journaliste pour #LCI les gars. #openyoureyes #dontlookup https://t.co/t3OmatWERB",2022-01-05T13:19:54Z
Don't Look Up,If you are feeling the weight of the #ClimateCrisis turn anxiety into action    #PreOrder #TurnTheTide on #ClimateAnxiety available January 20 @JKPBooks @dontlookupfilm #DontLookUp @parents4futureG @Fridays4future https://t.co/5FPlzKTVpI,2022-01-05T12:38:22Z
Don't Look Up,"🙌 @delphinebatho l’a dit.
Elle a référencé #DontLookUp à l’Assemblée Nationale ! 🔥🔥🔥 
(dans son parfait plaidoyer contre la réintroduction du #glyphosate et le déni patent du vivant par les destructeurs.) https://t.co/V67NyGpzFQ",2022-01-05T12:06:43Z
Don't Look Up,#DontLookUp https://t.co/48Y5BA2dwb,2022-01-05T11:37:33Z
Don't Look Up,#TurnTheTide on #ClimateAnxiety #DontLookUp  @JKPBooks https://t.co/rjWDmsrmJF,2022-01-05T10:40:10Z
Don't Look Up,Et pourtant c’est une grosse daube #DontLookUp https://t.co/1qo5oOMzr1,2022-01-05T07:05:21Z
Don't Look Up,"Un fil d'intérêt public sur l'appréhension du changement climatique dans le débat public par les scientifiques en situation, au format debrief de #DontLookUp #Science #vulgarisationscientifique #changementclimatique https://t.co/HcWw77w65P",2022-01-05T05:30:01Z
Don't Look Up,"Passionnante lecture et analyse de #DontLookUp  
à lire et à partager ⬇️ https://t.co/uPPbCXoFZF",2022-01-04T23:12:36Z
Don't Look Up,Voir le film en famille et lire le commentaire de @valmasdel sur #DontLookUp : une analyse juste des relations politiques sceptiques / scientifiques lanceurs d’alerte… et sur la considération des femmes sur ces questions cc @ClaireNouvian @HeidiSevestre https://t.co/UYXax0whpX,2022-01-04T21:47:53Z
Don't Look Up,"#DontLookUp est une satire des médias et du monde politique. 
Mais, il y a trop de longueur et d'ellipses sans queue ni tête.
+1 : Meryl Streep sur le USS MISSOURI presqu'en mode """"If i could turn back time""""🎶 https://t.co/bt3nvcSWBx",2022-01-04T21:39:44Z
Don't Look Up,"En bon soldat de l’immobilisme, @pascalperri s’enthousiasme à l’idée d’un avion électrique qui pourrait relier Amsterdam et Londres… dans 15 ans! Sait-il qu’on peut déjà le faire en 4h en train aujourd’hui! #DontLookUp #Jadot2022 #LCI https://t.co/GcavDafuj2",2022-01-04T20:31:05Z
Don't Look Up,"Mais pourquoi je n'ai pas vu ces putains de films de ouf plutôt ! 😂⭐🎬
Parfaite mise en bouche avant #DontLookUp que de revoir les délires d'#AdamMcKay ! ❤
#Anchorman2 https://t.co/DZYlZrwmzn",2022-01-04T20:18:56Z
Don't Look Up,@JKPBooks #TurnTheTide #DontLookUp,2022-01-04T12:58:40Z
Don't Look Up,We discuss #climatechange and it’s impact on  #familyplanning with @GlamourMagUK #parenting #FridaysForFuture #ParentsForFuture #climatecrisis #DontLookUp  https://t.co/yaZokK0leo,2022-01-04T11:48:03Z
Don't Look Up,"J’ai une question pour les VIP de #LREM , l’élite, les néo-aristo: Et dans l’hélico ou le jet privé, quand vous avez des besoins impératifs, par exemple faire un selfie, vous appliquez les règles de la France d’en-bas ? 

#EnMêmeTemps #DontLookUp https://t.co/2t0XxZb3iR",2022-01-04T09:53:04Z
Don't Look Up,Quel candidat à la #Presidentielle2022 va proposer la pantheonisation des #Bogdanoff ? #DontLookUp #cnews #lucferry,2022-01-04T06:20:15Z
Don't Look Up,"#dontlookup 
Quand je pense aux #lfi qui rêvent d’une sixième république avec une gouvernance directe des citoyens.. Je flippe.
Ces gens ne sont pas sans éducation, aveuglées par la pauvreté, en survie.
C’est des Français. Juste des Français et l’extrême droite fait plus de 30%. https://t.co/v6qcYKhzjQ",2022-01-03T23:33:27Z
Don't Look Up,#DontLookUp c’est vraiment génial ! Je vous le conseille vivement.,2022-01-03T21:24:22Z
Don't Look Up,"#DontLookUp  est du pur génie !
Il est incroyablement juste dans la cause qui dénonce qui est la """"débilisation""""un peu plus chaque jour du monde.
Si vous avez Netflix c'est le film qu'il faut regarder en ce moment si vous êtes inquiet pour l'avenir du monde",2022-01-03T21:05:58Z
Don't Look Up,Le truc incroyable avec #DontLookUp c’est le look de Jennifer Lawrence. https://t.co/MIxbXOeRHv,2022-01-03T10:00:32Z
Don't Look Up,"Dont fuking look up 👀 et puis quoi encore #DontLookUp
#2022NewYear

Découvre la vidéo de cpasvrai71 ! #TikTok https://t.co/pT5XF2QEFz",2022-01-03T07:12:07Z
Don't Look Up,#DontLookUp   : Excellent 👌,2022-01-03T07:07:56Z
Don't Look Up,#DontLookUp  excellent ! https://t.co/YLkmwMllFc,2022-01-02T22:36:13Z
Don't Look Up,Bah perso j’ai adoré #DontLookUp  je sais pas ce qui ne vous a pas plu,2022-01-02T21:57:03Z
Don't Look Up,"😲 Quand mon feed Twitter m’annonce 2 mauvaises nouvelles à la suite:
🌍🥵 Les anomalies de températures vont «migrer» en Europe centrale.
🌎❄️🔥 Aux USA, au même moment, -39°C dans le Montana et +37°C Texas (record abs.) (≈2000km séparent les états)
#ToutVaBien 🙃 #DontLookUp https://t.co/LaKtsmNFj3",2022-01-02T21:12:30Z
Don't Look Up,"Très bon film, mordant, satirique et casting ultra costaud.
#DontLookUp https://t.co/jIyXeDUlYf",2022-01-02T19:53:39Z
Don't Look Up,@MarieLaureGB @Ecole_Oubliee C'est totalement #DontLookUp,2022-01-02T18:41:47Z
Don't Look Up,#DontLookUp https://t.co/z4PenraUca,2022-01-02T16:16:58Z
Don't Look Up,"Ouh la, une canicule hivernale. 
Mieux vaut se disputer sur le drapeau Européen. #DontLookUp https://t.co/06xY6N8pzT",2022-01-02T12:01:40Z
Don't Look Up,"Comme @ZemmourEric a choisi #bacnord en film référence pour illustrer son thème de campagne, @yjadot pourrait prendre #DontLookUp pour imposer son thème sur les risques du #changementclimatique https://t.co/yMzsEkzbGY",2022-01-02T09:03:31Z
Don't Look Up,Ah oui quand même ! 😱😄🙏 #nw #DontLookUp #idiocracy2022 https://t.co/wD1n3PKpfG,2022-01-02T08:27:12Z
Don't Look Up,"#lockdowns hebben niet of nauwelijks effect.

NL in lockdown, BE en DE niet. 

De #OMT kan blijven wijzen naar modellen en zeggen #DontLookUp maar praktijk en NPI onderzoek zijn anders. #wetenschap #observatie #experiment @wol @mr_Smith_Econ 

kijk zelf  https://t.co/DcLRT5PRJu https://t.co/R43QR8Wuam https://t.co/j7H01aD8B4",2022-01-02T08:23:22Z
Don't Look Up,"La caution populaire MC Solar c’est ❌ 
Nous sommes 67 Millions donc 1200 signataires =0,00002 % de la population 🇫🇷 ! Vous êtes tous #DontLookUp bientôt les défenseurs du bilan de la #crisesanitaire ? 🔜 les défenseurs du bilan sur l’égalité H/F &amp;les violences 🔜 sur les #SDF? https://t.co/lKUi2S6kx2",2022-01-02T00:03:32Z
Don't Look Up,@VirginieMartin_ Le nucleaire c est ideologiquement nul.pour les verts ca va les obliger a manger leurs chapeaux mais scientifiquement la.solution non ? #Dontlookup pas de deni mais de la science les ecolos.,2022-01-01T23:37:14Z
Don't Look Up,"Vu #DontLookUp  sur @NetflixFR Très bon film 🎥 une belle parabole sur les vicissitudes de nos sociétés actuelles ! 
Revigorant pour démarrer l’année 😉 https://t.co/2XtTaIzKQG",2022-01-01T23:20:25Z
Don't Look Up,"Enfin trouvé le temps de regarder #DontLookUp sur @NetflixFR . Parfaite analyse des comportements humains, politiques, mercantiles et médiatiques qui piétinent la rigueur scientifique face aux menaces planétaires que rencontre l’humanité.",2022-01-01T22:25:23Z
Don't Look Up,Watched #DontLookUp. The message was interesting but the editing was so irritating and it didn't need to be so long 😭 and that ending lmaooooo https://t.co/03AKdSXd7m,2022-01-01T22:09:23Z
Don't Look Up,"En tout cas, Lilly garde ses humain•e•s à l'œil... Elle fait peut-être mieux. 🙀

#DontLookUp https://t.co/4Dlf9wg794",2022-01-01T22:05:47Z
Don't Look Up,"J’aimerais bien parler comme dans #DontLookUp 
« ON VA TOUS CREVER ! »
« LE PRÉSIDENT ET BOLLORÉ SONT DES PSYCHOPATHES! »",2022-01-01T20:18:57Z
Don't Look Up,"#DontLookUp 
😱😬

WHAT THE FUCK",2022-01-01T20:12:48Z
Don't Look Up,"Ma vision (de l’intérieur) de la politique ressemble à celle dépeinte dans ce film. C’est la raison pour laquelle je suis heureux d’être à la #GLDF où l’on ne parle pas « politique ». Ça évite de se fâcher. Un film à voir, à faire voir https://t.co/anSabYA0cw #DontLookUp",2022-01-01T19:37:54Z
